Do you consent to participate in this study?,"Section 1: Core Focus
Q1. On average, how long can you stay focused on a single task before getting distracted?",Q2. What distracts you most often during the day? (Select up to 3. If 'Other' please specify.),Q3. How often do you feel frustrated because you canâ€™t stay focused long enough to finish important tasks?,Q4 How often do you feel drained even on days you havent worked,Q5. How often do you feel busy all day but accomplish little of real importance?,"Section 3: Values Alignment
Q6. To what extent do you feel your daily tasks align with your personal values?","Q7. When your work or activities reflect your values, how does it affect your focus?","Section 4: Coping & Behaviors
Q8. Which strategies do you currently use to manage distractions? (Select all that apply)","Section 5: Open Reflection
Q9. If you could change one thing to improve your ability to focus, what would it be? (Open text)",Q10. Whatâ€™s one word that best describes how you feel when you lose focus? (Open text),"Section 6: Demographics
Q11. What is your age?",Q12. What is your gender?,Q13. What is your current employment status?,Q14. Which country/region do you live in?,Q15 Do you feel confident you could name your top 3 values,"Q16a. Please try listing up to 3 values that are most important to you. Don't worry if youâ€™re not sure, just write what comes to mind.",Q16b. Please list a second personal value (Value 2 â€“ optional),Q16c. Please list a third personal value (Value 3 â€“ optional),Started at,Completed at,Reviewed at,Archived at,Time taken,Age,Sex,Ethnicity simplified,Country of residence,Nationality,Language,Employment status
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Email or messaging apps, Colleagues, family, or friends",Often,Almost always,Often,Neutral,I feel somewhat more focused,"Working in quiet spaces, Taking breaks / exercise",Not work at home the days my partner does,Disappointed,45 - 54,Female,Employed full-time,South East England,Not really,Honesty,Loving,Loyal,2025-09-03T09:21:39.480000Z,2025-09-03T09:33:46.975000Z,,2025-09-03T09:33:47.324876Z,728,51,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Multitasking / switching tasks",Sometimes,Sometimes,Rarely,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Taking breaks / exercise",Find a method to stop procrastinating when i encounter a blocker ,frustrated ,25 - 34,Female,Employed full-time,UK,Not really,Creativity,open mindness,acceptance ,2025-09-03T09:10:16.668000Z,2025-09-03T09:35:06.850000Z,,2025-09-03T09:35:07.284857Z,1491,32,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps",Sometimes,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Taking breaks / exercise",Turning my smartphone off more often.,Frustrated,55 +,Female,Other,England,Somewhat,Honesty,Kindness,,2025-09-03T09:31:23.025000Z,2025-09-03T09:35:10.965000Z,,2025-09-03T09:35:11.407462Z,228,67,Female,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling, Multitasking / switching tasks",Rarely,Sometimes,Sometimes,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Not having my phone anywhere near me during business hours,Frustrating,25 - 34,Female,Employed full-time,"United Kingdom, London",Somewhat,Integrity,Loyalty,Friendship,2025-09-03T09:14:02.685000Z,2025-09-03T09:35:24.965000Z,,2025-09-03T09:35:25.344065Z,1283,29,Female,White,United Kingdom,Italy,Italian,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,"Colleagues, family, or friends, Internal thoughts/worries",Sometimes,Sometimes,Rarely,Somewhat aligned,I feel somewhat more focused,"Working in quiet spaces, Taking breaks / exercise",Achieve better quality sleep and rest so I feel more alert and have more energy to complete tasks,Frustrated ,55 +,Female,Employed full-time,England,Somewhat,Considerate,Kind,Faithful ,2025-09-03T09:25:36.593000Z,2025-09-03T09:36:34.770000Z,,2025-09-03T09:36:35.162650Z,659,56,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Multitasking / switching tasks, Background noise / environment, Colleagues, family, or friends",Sometimes,Sometimes,Sometimes,Neutral,I feel somewhat more focused,"Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise",learn techniques to improve concentration,annoyed,55 +,Female,Other,UK,Not really,"family, friends, honesty",integrity,happiness,2025-09-03T09:29:28.685000Z,2025-09-03T09:35:48.663000Z,,2025-09-03T09:35:49.091981Z,380,74,Female,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",11â€“20 minutes,"Social media scrolling, Background noise / environment",Often,Sometimes,Rarely,Somewhat aligned,I feel somewhat more focused,"Working in quiet spaces, Taking breaks / exercise","If I could change one thing, it would be how easily I get pulled into scrolling on my phone due to social media.",Zoned-out,25 - 34,Male,Employed full-time,Ireland/Co. Cork,Yes definitely,Family,Kindness,Freedom,2025-09-03T09:10:15Z,2025-09-03T09:35:53.405000Z,,2025-09-03T09:35:53.800047Z,1539,34,Male,White,Ireland,Denmark,Danish,Full-Time
"Yes, I consent",11â€“20 minutes,Smartphone notifications,Rarely,Sometimes,Often,Somewhat aligned,I feel somewhat more focused,Working in quiet spaces, would reduce digital distractions by limiting notifications and creating a quieter workspace.,Frustrated.,35 - 44,Male,Employed part-time,united states,Yes definitely,Integrity,Compassion,Growth,2025-09-03T09:31:00.348000Z,2025-09-03T09:36:36.514000Z,,2025-09-03T09:36:36.961094Z,337,37,Male,DATA_EXPIRED,United States,United States,English,Part-Time
"Yes, I consent",More than 30 minutes,"Email or messaging apps, Background noise / environment, Colleagues, family, or friends",Sometimes,Rarely,Almost always,Very strongly aligned,No noticeable difference,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",nothing,disturbed,35 - 44,Male,Employed full-time,United States of America,Yes definitely,Respect,Goal oriented,Confident,2025-09-03T09:31:00.174000Z,2025-09-03T09:37:08.815000Z,,2025-09-03T09:37:09.276684Z,369,37,Male,White,United States,United States,English,Full-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Colleagues, family, or friends",Rarely,Sometimes,Rarely,Neutral,No noticeable difference,"Silencing notifications, Working in quiet spaces",work in a place where you only have access to the things you really need and nothing else,frustrated ,25 - 34,Female,Employed full-time,UK,Yes definitely,"honest, loyal, responsible",caring,humble,2025-09-03T09:20:40.208000Z,2025-09-03T09:37:13.203000Z,,2025-09-03T09:37:13.623250Z,993,31,Female,Asian,United Kingdom,China,Chinese,DATA_EXPIRED
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Multitasking / switching tasks, Background noise / environment",Often,Often,Often,Neutral,I feel much more focused and energized,"Silencing notifications, Scheduling focus time / using timers, Taking breaks / exercise","I would start meditations to improve concentration on a single task. Multitasking used to be great when I started, but now I feel drained and can't control it at the same time.",Restless,35 - 44,Female,Employed part-time,New Zealand,Somewhat,"Family, respect, happiness",Growth,Honesty,2025-09-03T09:15:27.244000Z,2025-09-03T09:26:00.468000Z,,2025-09-03T09:26:00.872789Z,634,39,Female,White,New Zealand,Russian Federation,Russian,Part-Time
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Email or messaging apps, Multitasking / switching tasks",Often,Sometimes,Often,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Using apps/tools to block distractions",To not get distracted by notifications and focus on tasks in hand,Frustrated,35 - 44,Male,Employed full-time,United Kingdom,Somewhat,happiness ,loyalty ,interesting or of value,2025-09-03T09:30:36.818000Z,2025-09-03T09:37:30.580000Z,,2025-09-03T09:37:30.952157Z,414,40,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Background noise / environment, Internal thoughts/worries",Rarely,Rarely,Rarely,Neutral,I feel much more focused and energized,Working in quiet spaces,been able to continue from where i stooped and not trying to track back how i got to that point,sad,25 - 34,Female,Employed part-time,United States,Yes definitely,Honesty,Loyalty,compassion,2025-09-03T09:22:04.609000Z,2025-09-03T09:37:29.492000Z,,2025-09-03T09:37:29.907733Z,925,31,Female,White,United States,United States,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Social media scrolling",Rarely,Rarely,Rarely,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",go on my phone less. ,guilty. ,18 - 24,Female,Student,United Kingdom,Somewhat,love,work ,family,2025-09-03T09:19:09.227000Z,2025-09-03T09:38:56.213000Z,,2025-09-03T09:38:56.585394Z,1187,23,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,Background noise / environment,Rarely,Rarely,Rarely,Very strongly aligned,I feel much more focused and energized,"Working in quiet spaces, Aligning tasks with personal priorities or values",My time management,Thinking about the next,55 +,Female,Employed full-time,USA,Yes definitely,"Determined, Goal oriented and Attentiveness",,,2025-09-03T09:15:32.440000Z,2025-09-03T09:39:40.550000Z,,2025-09-03T09:39:40.949627Z,1449,60,Female,White,United States,United States,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,"Social media scrolling, Multitasking / switching tasks, Internal thoughts/worries",Sometimes,Often,Rarely,Somewhat aligned,I feel somewhat more focused,"Scheduling focus time / using timers, Taking breaks / exercise, Aligning tasks with personal priorities or values","I need to prioritise tasks and plan a realistic schedule that I can accomplish. If I don't, I become demotivated and am less likely to accomplish my set tasks. I also set aside periods where I focus and rest breaks to look forward to. A strategy I sometimes use is to do 10 things and then have a break. This helps me to be productive.","I feel frustrated with myself and unproductive. I also feel quite guilty because I'm not achieving anything, so its bad for my self esteem. I always think I'm more organised when I'm very busy, because when I'm not busy I procrastinate and put off tasks. It helps to have things to look forward to as well, otherwise you can lose motivation. ",35 - 44,Female,Employed full-time,UK/ Surrey,Somewhat,"helping others, being a good person, respecting people, ",working hard and achieving my ambitions,making a small difference in my sphere/industry,2025-09-03T09:29:18.003000Z,2025-09-03T09:39:41.931000Z,,2025-09-03T09:39:42.333657Z,624,44,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling",Sometimes,Sometimes,Often,Somewhat aligned,Neutral,"Silencing notifications, Scheduling focus time / using timers, Taking breaks / exercise","I think I would go to most priority tasks first as harder it is the harder focus you could pay attention to the details and hard tasks, that is why we are out of focus because the moment we started finding ways to solve it the distractions is there. ",frustrating,35 - 44,Female,Unemployed,United Kingdom,Yes definitely,"kindhearted, ",Understanding,openminded,2025-09-03T09:31:08.448000Z,2025-09-03T09:39:26.462000Z,,2025-09-03T09:39:26.824672Z,499,37,Female,Asian,United Kingdom,Philippines,Tagalog-Filipino,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Internal thoughts/worries",Rarely,Rarely,Never,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces",Try to clear my mind of thoughts of things I have to do.,resigned,55 +,Female,Employed full-time,Ireland,Somewhat,"Honesty, Fairness, Caring",Trustworthy,Kind,2025-09-03T09:34:38.893000Z,2025-09-03T09:40:34.551000Z,,2025-09-03T09:40:35.648630Z,356,62,Female,White,Ireland,Ireland,English,Full-Time
"Yes, I consent",More than 30 minutes,"Background noise / environment, Colleagues, family, or friends, Internal thoughts/worries",Sometimes,Often,Rarely,Neutral,I feel much more focused and energized,"Scheduling focus time / using timers, Working in quiet spaces",maybe better sleep would help,discombobulated,45 - 54,Male,Employed full-time,USA / PA,Somewhat,Integrity,Empathy,Intelligence,2025-09-03T09:10:04.775000Z,2025-09-03T09:18:00.966000Z,,2025-09-03T09:18:01.338940Z,477,48,Male,White,United States,United States,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Background noise / environment",Rarely,Rarely,Often,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",managing digital distractions,Overwhelmed,25 - 34,Female,Employed full-time,USA,Yes definitely,Integrity,Empathy,Resilience,2025-09-03T09:38:39.486000Z,2025-09-03T09:46:09.347000Z,,2025-09-03T09:46:09.722337Z,450,25,Female,Black,United States,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Multitasking / switching tasks, Internal thoughts/worries",Sometimes,Sometimes,Rarely,Somewhat aligned,I feel somewhat more focused,Working in quiet spaces,in work environment - peace and quite space,disconnected,25 - 34,Female,Employed full-time,uk,Not really,"fairness, honesty, humour",trust,tolerant,2025-09-03T09:22:56.261000Z,2025-09-03T09:44:31.710000Z,,2025-09-03T09:44:32.085761Z,1296,31,Female,White,United Kingdom,Czech Republic,Czech,Full-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps, Multitasking / switching tasks",Sometimes,Often,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values","Less distractions from the environment; Kids, deliveries (I WFH), family needing to speak to me, colleagues disrupting me when I am busy",Frustrated,35 - 44,Male,Employed full-time,"England, west midlands",Somewhat,Being a good father and husband. . ,Being able to provide for my family,Being kind to others,2025-09-03T09:32:14.278000Z,2025-09-03T09:45:55.352000Z,,2025-09-03T09:45:55.723478Z,822,36,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Social media scrolling, Internal thoughts/worries",Rarely,Never,Never,Somewhat aligned,I feel much more focused and energized,Working in quiet spaces,"Nothing, its not very impairing",Not too bothered,35 - 44,Male,Self-employed,Australia,Somewhat,"Conscientiousness, openmindness, kindness",,,2025-09-03T09:12:02.404000Z,2025-09-03T09:47:07.201000Z,,2025-09-03T09:47:07.598846Z,2105,39,Male,Asian,Australia,Australia,English,Part-Time
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Email or messaging apps",Often,Sometimes,Sometimes,Somewhat aligned,No noticeable difference,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise",i WOULD probably exercise way more often. That would help me tremendously health wise.,Drained,25 - 34,Male,Employed full-time,united states,Somewhat,honesty,integrity,kindness,2025-09-03T09:27:59.302000Z,2025-09-03T09:49:08.275000Z,,2025-09-03T09:49:08.680172Z,1269,26,Male,White,United States,United States,English,Unemployed (and job seeking)
"Yes, I consent",21â€“30 minutes,"Multitasking / switching tasks, Colleagues, family, or friends, Internal thoughts/worries",Sometimes,Sometimes,Rarely,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Scheduling focus time / using timers, Taking breaks / exercise, Aligning tasks with personal priorities or values",When I commit to a task. I want to give 100% of myself. I'm ready to dedicate 30 minutes to focused effort. But in that window. My internal dialogue starts to surface. Reminding me about other tasks pulling at my attention. I wish this multitasking mindset would quieten just long enough for me to stay fully present on with the task at hand.,Fractured,45 - 54,Male,Employed full-time,England,Yes definitely,Intergrity Adaptability Alignment,,,2025-09-03T09:31:41.314000Z,2025-09-03T09:52:30.247000Z,,2025-09-03T09:52:30.656550Z,1249,50,Male,White,United Kingdom,United Kingdom,English,Full-Time
